,area_type,availability,location,size,society,total_sqft,bath,balcony,price
5349,Plot  Area,20-Jul,Kanakpura Road,3 Bedroom,Grntsd ,2100,3,2,140
5350,Super built-up  Area,21-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2,1,61
5351,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3,2,83
5352,Super built-up  Area,Ready To Move,Baba Nagar,2 BHK,NCowsar,1100,2,2,52
5353,Super built-up  Area,Ready To Move,Hormavu,3 BHK,ARureig,1385,2,2,69
5354,Super built-up  Area,Ready To Move,Hosa Road,1 BHK,Amelllu,760,1,1,24.9
5355,Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,Shitt S,1335,2,2,67
5356,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Kut 3or,910,2,1,45
5357,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,MGBay T,1610,2,2,55
5358,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1341,2,1,75.76
5359,Plot  Area,Ready To Move,Kurubarahalli,3 Bedroom,Puachal,1200,3,0,70
5360,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1285,2,2,44.98
5361,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,SLnssPr,2100,3,1,252
5362,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1679,3,1,92.13
5363,Built-up  Area,Ready To Move,Puttappa Layout,4 Bedroom,IBityin,2675,4,2,290
5364,Built-up  Area,Ready To Move,"Ananthanagar Phase 1,Electronic City , phase 2",2 BHK,IBityin,1016,2,1,45.9
5365,Built-up  Area,Ready To Move,Banashankari Stage II,4 Bedroom,IBityin,1500,2,0,650
5366,Plot  Area,Ready To Move,Palace Guttahalli,3 Bedroom,IBityin,660,2,1,100
5367,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2448,3,2,400
5368,Super built-up  Area,Ready To Move,Bellandur,2 BHK,PhestOn,924,2,2,35.11
5369,Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1,1,31
5370,Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,Maian M,1800,3,2,88
5371,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Vixirri,1255,2,3,77
5372,Super built-up  Area,18-Dec,Hennur Road,2 BHK,Inaxyga,1040,2,2,50
5373,Super built-up  Area,Ready To Move,Kattigenahalli,2 BHK,Vehida ,1062,2,2,47
5374,Super built-up  Area,19-Dec,Varthur Road,2 BHK,Aseenh ,770 - 841,2,0,19.33
5375,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Nimesch,950,2,1,60
5376,Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216,2,1,73
5377,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,AdadeEs,1300,2,2,98
5378,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,AdadeEs,1390,2,2,65
5379,Super built-up  Area,19-Jul,Yelahanka,2 BHK,Goues A,1033,2,1,52.58
5380,Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1390,2,2,65.31
5381,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Goues A,1020,2,1,52
5382,Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1,0,34.735
5383,Super built-up  Area,18-Oct,Whitefield,2 BHK,ARipsul,1140,2,2,45
5384,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,670,1,1,36.85
5385,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4,2,111
5386,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Gundaa ,1136,2,1,48
5387,Built-up  Area,Ready To Move,Doddakannelli,3 BHK,Sueesti,1477,2,2,80
5388,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Sueesti,1001,2,2,30
5389,Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1040,2,1,48.86
5390,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,Goues A,1060,2,1,48.5
5391,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Goues A,1240,2,1,44.3
5392,Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500,5,1,450
5393,Super built-up  Area,Ready To Move,Doddabommasandra,9 BHK,ETntsce,42000,8,3,175
5394,Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1070,2,2,46
5395,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SJmesst,1253,2,1,65.8
5396,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Srmesun,1190,2,2,60
5397,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1312,2,2,55
5398,Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,750,2,0,40
5399,Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1615,3,2,115
5400,Built-up  Area,Ready To Move,Marathahalli,2 BHK,KHage G,1095,2,1,60
5401,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1745,3,3,100
5402,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Gotis A,1050,2,2,52.5
5403,Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,Gotis A,2080,4,2,440
5404,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2,1,44.6
5405,Super built-up  Area,Ready To Move,Kempegowda Nagar,3 BHK,Sonumy ,1793,3,2,98
5406,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sonumy ,1100,1,2,45
5407,Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,Covelrs,1385,2,3,65
5408,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Covelrs,1200,2,2,45
5409,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,2017,2,2,125
5410,Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,400,1,1,10
5411,Super built-up  Area,18-Apr,Bellandur,3 BHK,Jae 1hu,1400,2,2,44.81
5412,Super built-up  Area,Ready To Move,Bethel Nagar,2 BHK,Saaveir,960,2,1,33
5413,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2,1,47
5414,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Javasi ,1551,2,2,60
5415,Plot  Area,Ready To Move,BTM Layout,4 Bedroom,Javasi ,600,4,2,122
5416,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Javasi ,1246,2,1,67.4
5417,Built-up  Area,18-Apr,Whitefield,4 BHK,Javasi ,3200,4,3,224
5418,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,SrncyRe,1060,2,1,48
5419,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1384,2,2,59
5420,Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2,1,23
5421,Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1005,2,1,39.77
5422,Plot  Area,Ready To Move,Sarakki Nagar,3 Bedroom,SSestth,1200,3,2,128
5423,Built-up  Area,Ready To Move,Kirloskar Layout,3 BHK,SSestth,1400,3,2,35
5424,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,2400,3,3,88
5425,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1096,2,1,39
5426,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Rabow R,1180,1,0,50
5427,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Rabow R,1300,2,1,47
5428,Plot  Area,18-Apr,tc.palya,2 Bedroom,Rabow R,1020,2,1,62
5429,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,Rabow R,600,2,0,35
5430,Super built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,Vacesi ,3563,6,1,310
5431,Super built-up  Area,Ready To Move,Konanakunte Cross,2 BHK,Vacesi ,1165,2,2,47
5432,Super built-up  Area,18-Mar,Bellandur,3 BHK,NiCodCa,1685,3,3,100
5433,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3,3,53.56
5434,Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1210,2,1,83
5435,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,DSOakil,1030,1,2,25.75
5436,Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,DSOakil,1100,2,2,43.5
5437,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,3,2,77.68
5438,Super built-up  Area,20-Dec,Jakkur,3 BHK,ArndsSk,1482,3,2,86
5439,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1344,2,1,108
5440,Super built-up  Area,18-Jun,Kothannur,3 BHK,Prersis,1275,2,2,39.8
5441,Plot  Area,Ready To Move,Vidyaranyapura,3 Bedroom,Prersis,462,3,1,38
5442,Super built-up  Area,Ready To Move,Omarbagh Layout,4 BHK,SNtua S,3300,5,3,318
5443,Super built-up  Area,Ready To Move,Panathur,2 BHK,SNtua S,1210,2,2,85
5444,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1320,3,3,226
5445,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1532,3,2,98.13
5446,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maerar ,1245,2,2,110
5447,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,MaentNa,1212,2,1,50
5448,Super built-up  Area,18-Oct,Sarjapur  Road,2 BHK,MaentNa,1230,2,1,65
5449,Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,MaentNa,1000,5,2,180
5450,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,3,2,159
5451,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,DNeremo,1246,2,1,65.4
5452,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1080,2,2,41
5453,Plot  Area,Ready To Move,Kannur,6 Bedroom,Akncyes,3Cents,6,3,75
5454,Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1360,2,3,85
5455,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Vaensia,1260,2,2,47.88
5456,Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,Vaensia,1200,3,0,110
5457,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2,2,104
5458,Plot  Area,Ready To Move,anjananager magdi road,3 Bedroom,Prtanha,1200,3,1,165
5459,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Prtanha,950,2,1,39
5460,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Prtanha,1020,2,2,55
5461,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400,2,2,40.44
5462,Plot  Area,Ready To Move,Kodipalya,4 Bedroom,Sryalan,1440,4,0,88
5463,Built-up  Area,Ready To Move,Huskur,6 BHK,Sryalan,800,6,2,75
5464,Super built-up  Area,18-Sep,KR Puram,3 BHK,MCnexva,1310 - 1615,2,1,62.81
5465,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1175,2,1,69
5466,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2,1,40.17
5467,Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,3 BHK,GRvasth,2250,3,1,113
5468,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,S2kaaan,1178,2,2,40.43
5469,Super built-up  Area,Ready To Move,Ulsoor,4 BHK,Roale D,36000,4,2,450
5470,Super built-up  Area,Ready To Move,Whitefield,1 BHK,UKe 2nz,825,1,1,44.9
5471,Super built-up  Area,18-May,Madiwala,3 BHK,UKe 2nz,1250,3,2,43
5472,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.12,2,2,55
5473,Super built-up  Area,Ready To Move,2nd Block Jayanagar,3 BHK,SaignSo,1718,3,3,223
5474,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Srncyla,1010,2,1,35
5475,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2,1,41
5476,Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,PrarePa,1500,4,3,240
5477,Plot  Area,Ready To Move,Rayasandra,1 Bedroom,PrarePa,540,1,1,16.5
5478,Super built-up  Area,18-May,Electronic City,2 BHK,PrarePa,1020,2,2,29.46
5479,Super built-up  Area,18-Jun,Hosur Road,2 BHK,PuendWe,1194,2,1,71.64
5480,Plot  Area,Ready To Move,Vijayanagar,8 Bedroom,PuendWe,1470,6,2,300
5481,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,PuendWe,600,4,2,100
5482,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1108,2,1,67.15
5483,Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2,1,451
5484,Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,PrarePa,700,2,1,34.99
5485,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,PrarePa,1600,3,3,68
5486,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,PrarePa,1850,3,2,90
5487,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,LIandee,1250,2,2,33
5488,Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,LIandee,600,1,1,43
5489,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2,1,49.27
5490,Super built-up  Area,Ready To Move,CQAL Layout,3 BHK,GrrvaGr,1200,2,2,75
5491,Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,985,2,1,55
5492,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sronda ,982,2,2,55
5493,Built-up  Area,Ready To Move,9th Phase JP Nagar,1 BHK,NaensGa,600,1,0,20
5494,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2640,5,1,142
5495,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1314,2,2,68.8
5496,Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,DLhtsnd,1700,2,2,68.5
5497,Super built-up  Area,18-May,1st Phase JP Nagar,2 BHK,Inntsth,1077,2,2,93
5498,Built-up  Area,Ready To Move,Chandapura,4 Bedroom,MRowsea,1782 - 2000,2,1,66.165
5499,Super built-up  Area,Ready To Move,Varanasi,5 BHK,MRowsea,2000,4,1,99
5500,Super built-up  Area,Ready To Move,DUO Layout,3 BHK,Viockit,1643,3,2,75
5501,Plot  Area,Ready To Move,Kengeri,3 Bedroom,Viockit,1200,3,1,67
5502,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2,1,51.91
5503,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020,2,1,41.82
5504,Built-up  Area,Ready To Move,Vittasandra,7 Bedroom,SLtias ,621,7,1,64
5505,Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1740,3,2,55
5506,Super built-up  Area,18-May,GM Palaya,2 BHK,InockHo,1225,2,2,47
5507,Built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2,1,61
5508,Super built-up  Area,Ready To Move,Hennur,2 BHK,MDncyhi,1041,2,2,40.6
5509,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2,2,46
5510,Super built-up  Area,18-Mar,Srinivas Colony,3 BHK,Jaw 2 L,4400,3,1,901
5511,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1309,2,3,64.39
5512,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,GolusLi,1128,2,2,45
5513,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,7 ise P,1430,2,1,50
5514,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1065,2,1,47.86
5515,Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,SheldGr,1085,2,1,64
5516,Plot  Area,Ready To Move,Vishveshwarya Layout,1 Bedroom,SheldGr,750,1,1,30
5517,Super built-up  Area,Ready To Move,Bellandur,2 BHK,SheldGr,981,2,2,37.28
5518,Carpet  Area,18-Dec,Bhoganhalli,4 BHK,Rosha I,1548.3,4,1,129
5519,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,Goateds,2302,4,2,300
5520,Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,Goateds,1410,2,2,60
5521,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Sosisic,1525.84,3,1,117
5522,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2,2,42.6
5523,Built-up  Area,Ready To Move,Sampangi Rama Nagar,2 BHK,Dhalsh ,1030,2,2,80
5524,Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,Coise P,1852,2,1,95
5525,Built-up  Area,18-Dec,Electronic City,2 BHK,Coise P,1160,2,1,33.5
5526,Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2,1,49
5527,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2,1,90
5528,Plot  Area,Ready To Move,HRBR Layout,6 Bedroom,Magiaya,1200,6,3,250
5529,Built-up  Area,Ready To Move,JP Nagar,3 BHK,Magiaya,1150,2,2,49.9
5530,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,Magiaya,2700,3,1,324
5531,Built-up  Area,18-Mar,Moodalapalya,2 BHK,Magiaya,1150,2,2,69
5532,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1227,2,2,53.49
5533,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3,2,77.68
5534,Plot  Area,Ready To Move,Moodalapalya,6 Bedroom,Magiaya,840,8,0,120
5535,Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1198,2,1,82
5536,Plot  Area,Ready To Move, Devarachikkanahalli,3 Bedroom,Prcesvy,1200,3,1,160
5537,Built-up  Area,Ready To Move,Frazer Town,3 BHK,CaaveEn,188.89Sq. Yards,3,1,180
5538,Built-up  Area,Ready To Move,Nelamangala,4 Bedroom,V2gesre,2600,3,1,95
5539,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4,2,139
5540,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,797,2,1,32
5541,Built-up  Area,Ready To Move,Nayandanahalli,3 BHK,Rarelt ,1350,2,3,68
5542,Built-up  Area,Ready To Move,Sahakara Nagar,4 BHK,EsniaGa,2500,4,1,200
5543,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4,2,160
5544,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1,1,30
5545,Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,PrarePa,2700,4,3,260
5546,Super built-up  Area,Ready To Move,Gokaula Extension,3 BHK,PrarePa,1500,2,1,90
5547,Plot  Area,Ready To Move,Subash Nagar,2 Bedroom,PrarePa,900,2,0,55
5548,Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,PrarePa,1355,2,3,58.27
5549,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,PrarePa,1465,2,2,49.81
5550,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,SVoutow,1006,2,1,57
5551,Built-up  Area,Ready To Move,Vishveshwarya Layout,4 BHK,SVoutow,2000,4,1,75
5552,Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2,1,65.7
5553,Built-up  Area,Ready To Move,Pattanagere,2 BHK,Prarkun,850,2,0,35
5554,Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,Shhin S,1310,2,3,68
5555,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1390,2,2,86
5556,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Bregae ,1390,2,2,76.45
5557,Plot  Area,Ready To Move,Marathahalli,4 Bedroom,Bregae ,2396,4,2,325
5558,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Cearuy ,1170,2,1,33
5559,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Apentir,1385,2,2,50
5560,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Apentir,1160,2,1,42
5561,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1160,2,1,33.5
5562,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1200,2,2,69
5563,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,3Codeli,1475,2,2,55
5564,Built-up  Area,20-Jul,Sarjapur  Road,3 Bedroom,NVdenic,1939,3,0,98
5565,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,850,2,2,42
5566,Built-up  Area,17-May,Balagere,1 BHK,Soresea,675,1,1,45
5567,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2,1,51
5568,Super built-up  Area,18-Jun,Whitefield,2 BHK,SSdhimr,1235,2,2,47
5569,Plot  Area,18-May,RTO ullalu,2 Bedroom,SSdhimr,600,4,1,110
5570,Super built-up  Area,Ready To Move,Austin Town,2 BHK,SSdhimr,1250,2,1,60
5571,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Ajacea ,1460,2,3,70
5572,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1690,3,2,85
5573,Built-up  Area,Ready To Move,Indira Nagar,1 BHK,GoilsDa,850,1,2,57
5574,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3,2,82
5575,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3,2,117
5576,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2,1,84
5577,Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Dieldli,1100,2,2,35
5578,Plot  Area,Ready To Move,Indira Nagar,8 Bedroom,Dieldli,3250,8,1,600
5579,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Dieldli,1120,2,3,53
5580,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Shmai D,1095,2,2,38.33
5581,Super built-up  Area,19-Oct,Carmelaram,2 BHK,Shmai D,970,2,2,35
5582,Plot  Area,Ready To Move,Bommanahalli,5 Bedroom,Duavenc,1200,7,2,125
5583,Built-up  Area,Ready To Move,Hosa Road,3 BHK,Saowsou,1100,2,3,85
5584,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1685,3,2,85
5585,Built-up  Area,Ready To Move,Doddanekundi,2 BHK,Baveles,1148,2,1,59
5586,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Palanla,1050,2,1,65
5587,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1465,2,1,76
5588,Plot  Area,Ready To Move,Kothanur,4 Bedroom,Fencyes,3401,5,1,230
5589,Built-up  Area,17-Dec,Electronic City,1 BHK,Prarkun,630,1,1,60
5590,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3,1,150
5591,Plot  Area,Ready To Move,Vidyaranyapura,9 Bedroom,Brngsal,1200,9,1,175
5592,Built-up  Area,Ready To Move,Cottonpet,4 Bedroom,Brngsal,1750,2,1,225
5593,Built-up  Area,Ready To Move,Shikaripalya,3 BHK,Maenara,1350,3,1,60
5594,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3,2,160
5595,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2,2,185
5596,Super built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,SrentAp,1200,2,0,42
5597,Built-up  Area,Ready To Move,Hennur Bande,2 BHK,Matrai ,1100,2,1,78
5598,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Matrai ,1140,2,2,46
5599,Super built-up  Area,19-Aug,Hormavu,3 BHK,DSapete,1469 - 1766,3,0,73.595
5600,Super built-up  Area,Ready To Move,Gottigere,2 BHK,MBireap,1410,2,2,45
5601,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1434,2,1,67.39
5602,Plot  Area,Ready To Move,"ravindra nagar, T.dasarahalli peenya",2 Bedroom,Neisei ,1180,2,2,74
5603,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2,2,42
5604,Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,Ste 2al,1343,2,2,86
5605,Built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,Ste 2al,1184,2,1,69
5606,Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2246,3,0,300
5607,Built-up  Area,Ready To Move,Rajankunte,3 Bedroom,Proodt ,4510,4,3,200
5608,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2,1,59
5609,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3785,5,1,280
5610,Super built-up  Area,Ready To Move,1st Block BEL Layout,3 BHK,Maana E,1540,3,2,85
5611,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3,3,65.11
5612,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1345,2,1,57
5613,Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,975,2,2,45
5614,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2,2,46
5615,Super built-up  Area,18-Aug,JP Nagar,2 BHK,DSvvyx ,1152,2,1,34.56
5616,Built-up  Area,Ready To Move,Old Airport Road,4 Bedroom,DSvvyx ,3200,4,2,700
5617,Super built-up  Area,19-Dec,Kodathi,3 BHK,DSvvyx ,1033,2,2,31.5
5618,Super built-up  Area,Ready To Move,Richards Town,3 BHK,PriumMi,1800,3,0,230
5619,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,PriumMi,1102,2,2,53.67
5620,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,PriumMi,1223,2,2,42.81
5621,Super built-up  Area,18-Mar,Kadugodi,3 BHK,Alestrb,1762,3,3,112
5622,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Mameser,560,2,1,16.6
5623,Built-up  Area,Ready To Move,KR Puram,6 Bedroom,Mameser,2000,6,0,85
5624,Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1410,2,2,38
5625,Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,1853,3,1,64.86
5626,Super built-up  Area,Ready To Move,Kothanur,2 BHK,DSity S,1455,2,1,69
5627,Super built-up  Area,18-Jan,Hebbal,2 BHK,Prersis,1138,2,1,110
5628,Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Adntsra,2556,3,2,169
5629,Super built-up  Area,18-May,TC Palaya,3 BHK,Adntsra,1200,2,0,66.5
5630,Super built-up  Area,Ready To Move,Anantapura,2 BHK,Adntsra,1200,2,2,37
5631,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,204Sq. Meter,4,2,185
5632,Plot  Area,19-Jan,Anekal,2 Bedroom,Soitya ,1200,1,1,36
5633,Super built-up  Area,19-Jun,Whitefield,3 BHK,VaiteEx,1870,3,2,138
5634,Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1199,2,1,86
5635,Plot  Area,Ready To Move,Prakruthi Township,6 Bedroom,Prcesvy,800,8,1,150
5636,Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,Prcesvy,1360,2,2,54.4
